"","x"
"25563","wären schlechte"
"25564","schlechte führungskräfte"
"25565","unserer strategie"
"25566","juli 2019"
"25567","2019 anspruchsvolle"
"25568","anspruchsvolle ziele"
"25569","ziele gesetzt"
"25570","deren umsetzung"
"25571","umsetzung corona"
"25572","corona macht"
"25573","bereichen schwerer"
"25574","schwerer woanders"
"25575","woanders bekommen"
"25576","deshalb zuversichtlich"
"25577","zuversichtlich dass"
"25578","bank unsere"
"25579","unsere ziele"
"25580","ziele erreichen"
"25581","investmentbank läuft"
"25582","läuft erstaunlich"
"25583","erstaunlich gut"
"25584","kürzen nein"
"25585","wirklich gut"
"25586","viele optionen"
"25587","optionen offengehalten"
"25588","vorne dabei"
"25589","geld gekostet"
"25590","vorgenommen 18.000"
"25591","18.000 stellen"
"25592","ende 2022"
"25593","2022 abzubauen"
"25594","abzubauen insbesondere"
"25595","verschiedenen bereichen"
"25596","kommen dabei"
"25597","dabei gut"
"25598","gut voran"
"25599","wenigen tagen"
"25600","tagen etwa"
"25601","etwa konnten"
"25602","37 prozent"
"25603","unserer privatkundenzentrale"
"25604","bonn abzubauen"
"25605","weitere schritte"
"25606","schritte folgen"
"25607","folgen hinzu"
"25608","hinzu kommt"
"25609","kommt dass"
"25610","postbank systems"
"25611","tata geeinigt"
"25612","unserer bank"
"25613","rund 1500"
"25614","schwierige situation"
"25615","situation niemand"
"25616","niemand klopft"
"25617","management dafür"
"25618","schultern dass"
"25619","erfolgreich stellen"
"25620","stellen abbauen"
"25621","leider dringend"
"25622","dringend notwendig"
"25623","nachhaltig profitabel"
"25624","filialen setzen"
"25625","bereits angekündigt"
"25626","angekündigt etwa"
"25627","etwa 100"
"25628","100 deutsche"
"25629","deutsche bank"
"25630","bank filialen"
"25631","filialen schließen"
"25632","schließen darüber"
"25633","darüber hinaus"
"25634","kommenden beiden"
"25635","beiden jahren"
"25636","jahren jeweils"
"25637","jeweils etwa"
"25638","etwa 50"
"25639","50 postbank"
"25640","postbank standorte"
"25641","standorte aufgeben"
"25642","aufgeben insgesamt"
"25643","insgesamt schrumpft"
"25644","ende 2022"
"25645","weitere 200"
"25646","200 zweigstellen"
"25647","paar jahren"
"25648","jahren kaum"
"25649","filialen übrig"
"25650","viele wettbewerber"
"25651","wettbewerber angefangen"
"25652","geänderten kundenverhalten"
"25653","kundenverhalten anzupassen"
"25654","corona krise"
"25655","gezeigt dass"
"25656","dass beratung"
"25657","digital stattfinden"
"25658","ganz deutschland"
"25659","unsere kunden"
"25660","kunden gut"
"25661","klassischen filialen"
"25662","reine beratungsstandorte"
"25663","beratungsstandorte denkbar"
"25664","zentral gelegen"
"25665","deutsche bank"
"25666","bank filialen"
"25667","filialen langfristig"
"25668","langfristig denkbar"
"25669","denkbar nein"
"25670","unserer zwei"
"25671","zwei marken"
"25672","marken strategie"
"25673","strategie fest"
"25674","differenzierte markenpositionierung"
"25675","markenpositionierung allerdings"
"25676","beiden marken"
"25677","marken künftig"
"25678","enger kooperieren"
"25679","kooperieren sobald"
"25680","technisch machbar"
"25681","schalter alltägliche"
"25682","alltägliche finanzgeschäfte"
"25683","beide kundengruppen"
"25684","kundengruppen möglich"
"25685","neben niedrigeren"
"25686","niedrigeren kosten"
"25687","wichtigstes anliegen"
"25688","digitalisierung neben"
"25689","unserer abschlussstrecken"
"25690","abschlussstrecken liegt"
"25691","unsere deutsche"
"25692","deutsche bank"
"25693","bank mobile"
"25694","mobile app"
"25695","app besonders"
"25696","stolz darauf"
"25697","darauf dass"
"25698","unsere kunden"
"25699","kunden 30"
"25700","30 millionen"
"25701","millionen mal"
"25702","mal pro"
"25703","pro monat"
"25704","digitale stärke"
"25705","ausbauen ab"
"25706","ab heute"
"25707","heute ergänzen"
"25708","ergänzen 13"
"25709","13 produkte"
"25710","23 neue"
"25711","neue dienstleistungen"
"25712","co2 indikator"
"25713","kunden beispielsweise"
"25714","haushalt konsum"
"25715","persönlichen co2"
"25716","co2 fußabdruck"
"25717","fußabdruck errechnen"
"25718","persönlicher fußabdruck"
"25719","co2 indikator"
"25720","indikator erst"
"25721","erst heute"
"25722","start geht"
"25723","lassen tatsächlich"
"25724","thema nachhaltigkeit"
"25725","unseren kunden"
"25726","ökologie sinnvoll"
"25727","sinnvoll verbinden"
"25728","unseren kunden"
"25729","weiteren ausbaustufe"
"25730","app vorschläge"
"25731","portfolio nachhaltiger"
"25732","nachhaltiger gestalten"
"25733","fossile brennstoffe"
"25734","brennstoffe zurückfahren"
"25735","verdienen dabei"
"25736","dabei nebenbei"
"25737","corona krise"
"25738","krise gar"
"25739","merken natürlich"
"25740","natürlich merken"
"25741","unserem geschäft"
"25742","etwa unsere"
"25743","unsere risikovorsorge"
"25744","kreditgeschäft aufgrund"
"25745","situation erhöht"
"25746","übergreifend allerdings"
"25747","allerdings stehen"
"25748","unseren internationalen"
"25749","internationalen wettbewerbern"
"25750","wettbewerbern deutlich"
"25751","deutlich besser"
"25752","viele kredite"
"25753","deutschland vergeben"
"25754","stabilsten volkswirtschaften"
"25755","hälfte unseres"
"25756","unseres kreditvolumens"
"25757","kreditvolumens 35"
"25758","35 prozent"
"25759","hypotheken besicherte"
"25760","besicherte baufinanzierungen"
"25761","baufinanzierungen lediglich"
"25762","lediglich sechs"
"25763","sechs prozent"
"25764","unserer europäischen"
"25765","us amerikanischen"
"25766","amerikanischen wettbewerber"
"25767","konsequent rückstellungen"
"25768","davon dass"
"25769","guten zeiten"
"25770","kreditrisiken diszipliniert"
"25771","diszipliniert geblieben"
"25772","deutsche bank"
"25773","bank bereits"
"25774","vergangenheit ausgezeichnet"
"25775","ausgezeichnet sodass"
"25776","finanzkrise wenige"
"25777","wenige probleme"
"25778","faulen krediten"
"25779","stabile kundenbasis"
"25780","gute risikosteuerung"
"25781","konkret sorgen"
"25782","natürlich beobachten"
"25783","pandemie leiden"
"25784","unsere vergabestandards"
"25785","enger gefasst"
"25786","gefasst zuversichtlich"
"25787","niedrigen zinsen"
"25788","stark nachgefragt"
"25789","kredites aufgrund"
"25790","corona krise"
"25791","krise gestundet"
"25792","gestundet aktuell"
"25793","etwa 3500"
"25794","3500 menschen"
"25795","möglichkeit gebrauch"
"25796","zwischenzeitlich 70.000"
"25797","gute entwicklung"
"25798","entwicklung dabei"
"25799","situation kaum"
"25800","kaum entspannt"
"25801","entspannt mittlerweile"
"25802","mittlerweile befinden"
"25803","zweiten welle"
"25804","stimmt dennoch"
"25805","denen unternehmer"
"25806","corona krise"
"25807","krise existenziell"
"25808","existenziell bedroht"
"25809","zunächst befürchtet"
"25810","großzügigen staatlichen"
"25811","staatlichen hilfen"
"25812","corona krise"
"25813","krise wirklich"
"25814","wirklich hart"
"25815","hart getroffen"
"25816","getroffen trotzdem"
"25817","abhol geschäft"
"25818","geschäft immerhin"
"25819","reicht natürlich"
"25820","staatlichen hilfen"
"25821","hilfen schaffen"
"25822","hoffentlich eben"
"25823","großzügig ausgestaltet"
"25824","ausgestaltet dass"
"25825","dass unternehmen"
"25826","unternehmen sogar"
"25827","krise profitieren"
"25828","hilft insolvenzen"
"25829","richtig dass"
"25830","unternehmen zurzeit"
"25831","stark unterstützt"
"25832","unterstützt solange"
"25833","lockdown maßnahmen"
"25834","maßnahmen eindämmen"
"25835","eindämmen müssen"
"25836","müssen gibt"
"25837","kaum alternativen"
"25838","überzogen dass"
"25839","übertreibungen kommen"
"25840","großzügige hilfen"
"25841","hilfen schützen"
"25842","mehr überlebensfähige"
"25843","überlebensfähige unternehmen"
"25844","sogenannte zombifizierung"
"25845","gehen ja"
"25846","ja durchaus"
"25847","durchaus unternehmen"
"25848","unternehmen insolvent"
"25849","nächsten jahr"
"25850","konsolidierung viele"
"25851","viele unternehmen"
"25852","unternehmen gehen"
"25853","zusammen richtig"
"25854","dass geschäftsmodelle"
"25855","unnötig verlängert"
"25856","hinweise darauf"
"25857","darauf gibt"
"25858","gibt dass"
"25859","staatlich garantiert"
"25860","abzeichnet dass"
"25861","nächsten jahr"
"25862","jahr anfangen"
"25863","impfen darüber"
"25864","darüber sprechen"
"25865","teuren hilfsprogramme"
"25866","bewussten anstrengung"
"25867","gefahr besteht"
"25868","besteht dass"
"25869","hilfen verstetigen"
"25870","staatskasse enorm"
"25871","enorm belasten"
"25872","langfristigen wettbewerbsfähigkeit"
"25873","wettbewerbsfähigkeit unserer"
"25874","unserer volkswirtschaft"
"25875","volkswirtschaft schaden"
"25876","deutsche bank"
"25877","vize chef"
"25878","interview weitere"
"25879","weitere stellenstreichungen"
"25880","hilfsprogramme angeht"
"25881","sorge karl"
"25882","rohr fällt"
"25883","blauen mund"
"25884","mund nasen"
"25885","nasen schutz"
"25886","deutsche bank"
"25887","bank logo"
"25888","mitarbeiter tragen"
"25889","weiße maske"
"25890","maske irritierenderweise"
"25891","irritierenderweise steht"
"25892","steht darauf"
"25893","früheren frankfurter"
"25894","frankfurter nachtclubs"
"25895","nachtclubs tatsächlich"
"25896","tatsächlich stammt"
"25897","gleichnamigen matratzenladen"
"25898","rohr schwört"
"25899","schön leicht"
"25900","leicht seien"
"25901","seien welt"
"25902","welt herr"
"25903","woche findet"
"25904","investorentag statt"
"25905","sogenannte investor"
"25906","investor deep"
"25907","deep dive"
"25908","dive obgleich"
"25909","aktionäre diesmal"
"25910","bank kommen"
"25911","kommen dürfen"
"25912","top manager"
"25913","techniker zusammen"
"25914","20 personen"
"25915","angst dass"
"25916","infektionen kommen"
"25917","rohr nein"
"25918","tagen zuvor"
"25919","zuvor testen"
"25920","testen lassen"
"25921","lassen außerdem"
"25922","außerdem handelt"
"25923","große konferenzfläche"
"25924","ganze zeit"
"25925","mindestabstand eingehalten"
"25926","schon mehrere"
"25927","mehrere veranstaltungen"
"25928","umfangreiches hygienekonzept"
"25929","bislang immer"
"25930","immer gut"
"25931","gut funktioniert"
"25932","funktioniert welt"
"25933","welt dabei"
"25934","tests eigentlich"
"25935","eigentlich überflüssig"
"25936","bereits corona"
"25937","rohr ja"
"25938","covid 19"
"25939","19 erkrankt"
"25940","erfreulich viele"
"25941","viele antikörper"
"25942","antikörper dennoch"
"25943","dennoch lasse"
"25944","testen insbesondere"
"25945","unserem investorentag"
"25946","investorentag welt"
"25947","nächsten mittwoch"
"25948","mittwoch sagen"
"25949","deutsche bank"
"25950","rohr ja"
"25951","vergangenen fünf"
"25952","fünf jahren"
"25953","jahren risiken"
"25954","risiken abgebaut"
"25955","kapitalpolster gestärkt"
"25956","heute deutlich"
"25957","deutlich mehr"
"25958","mehr liquidität"
"25959","deutsche bank"
"25960","endlich raus"
"25961","negativen schlagzeilen"
"25962","ersten zehn"
"25963","zehn minuten"
"25964","vergangenheit rechtfertigen"
"25965","rechtfertigen deshalb"
"25966","unsere mitarbeiter"
"25967","mitarbeiter deutlich"
"25968","deutlich zufriedener"
"25969","vergangenen jahren"
"25970","jahren schließlich"
"25971","mitmachen müssen"
"25972","müssen welt"
"25973","erst mal"
"25974","gang runterschalten"
"25975","wären schlechte"
"25976","schlechte führungskräfte"
"25977","unserer strategie"
"25978","juli 2019"
"25979","2019 anspruchsvolle"
"25980","anspruchsvolle ziele"
"25981","ziele gesetzt"
"25982","deren umsetzung"
"25983","umsetzung corona"
"25984","corona macht"
"25985","bereichen schwerer"
"25986","schwerer woanders"
"25987","woanders bekommen"
"25988","deshalb zuversichtlich"
"25989","zuversichtlich dass"
"25990","bank unsere"
"25991","unsere ziele"
"25992","ziele erreichen"
"25993","investmentbank läuft"
"25994","läuft erstaunlich"
"25995","erstaunlich gut"
"25996","rohr nein"
"25997","wirklich gut"
"25998","viele optionen"
"25999","optionen offengehalten"
"26000","vorne dabei"
"26001","geld gekostet"
"26002","gekostet welt"
"26003","vorgenommen 18.000"
"26004","18.000 stellen"
"26005","ende 2022"
"26006","2022 abzubauen"
"26007","abzubauen insbesondere"
"26008","verschiedenen bereichen"
"26009","kommen dabei"
"26010","dabei gut"
"26011","gut voran"
"26012","wenigen tagen"
"26013","tagen etwa"
"26014","etwa konnten"
"26015","37 prozent"
"26016","unserer privatkundenzentrale"
"26017","bonn abzubauen"
"26018","weitere schritte"
"26019","schritte folgen"
"26020","folgen hinzu"
"26021","hinzu kommt"
"26022","kommt dass"
"26023","postbank systems"
"26024","tata geeinigt"
"26025","unserer bank"
"26026","rund 1500"
"26027","1500 welt"
"26028","schwierige situation"
"26029","situation niemand"
"26030","niemand klopft"
"26031","management dafür"
"26032","schultern dass"
"26033","erfolgreich stellen"
"26034","stellen abbauen"
"26035","leider dringend"
"26036","dringend notwendig"
"26037","nachhaltig profitabel"
"26038","filialen setzen"
"26039","bereits angekündigt"
"26040","angekündigt etwa"
"26041","etwa 100"
"26042","100 deutsche"
"26043","deutsche bank"
"26044","bank filialen"
"26045","filialen schließen"
"26046","schließen darüber"
"26047","darüber hinaus"
"26048","kommenden beiden"
"26049","beiden jahren"
"26050","jahren jeweils"
"26051","jeweils etwa"
"26052","etwa 50"
"26053","50 postbank"
"26054","postbank standorte"
"26055","standorte aufgeben"
"26056","aufgeben insgesamt"
"26057","insgesamt schrumpft"
"26058","ende 2022"
"26059","weitere 200"
"26060","200 zweigstellen"
"26061","zweigstellen welt"
"26062","paar jahren"
"26063","jahren kaum"
"26064","filialen übrig"
"26065","viele wettbewerber"
"26066","wettbewerber angefangen"
"26067","geänderten kundenverhalten"
"26068","kundenverhalten anzupassen"
"26069","corona krise"
"26070","gezeigt dass"
"26071","dass beratung"
"26072","digital stattfinden"
"26073","ganz deutschland"
"26074","unsere kunden"
"26075","kunden gut"
"26076","klassischen filialen"
"26077","reine beratungsstandorte"
"26078","beratungsstandorte denkbar"
"26079","zentral gelegen"
"26080","müssen welt"
"26081","deutsche bank"
"26082","bank filialen"
"26083","filialen langfristig"
"26084","langfristig denkbar"
"26085","rohr nein"
"26086","unserer zwei"
"26087","zwei marken"
"26088","marken strategie"
"26089","strategie fest"
"26090","differenzierte markenpositionierung"
"26091","markenpositionierung allerdings"
"26092","beiden marken"
"26093","marken künftig"
"26094","enger kooperieren"
"26095","kooperieren sobald"
"26096","technisch machbar"
"26097","schalter alltägliche"
"26098","alltägliche finanzgeschäfte"
"26099","beide kundengruppen"
"26100","kundengruppen möglich"
"26101","getrennt welt"
"26102","neben niedrigeren"
"26103","niedrigeren kosten"
"26104","wichtigstes anliegen"
"26105","digitalisierung neben"
"26106","unserer abschlussstrecken"
"26107","abschlussstrecken liegt"
"26108","unsere deutsche"
"26109","deutsche bank"
"26110","bank mobile"
"26111","mobile app"
"26112","app besonders"
"26113","stolz darauf"
"26114","darauf dass"
"26115","unsere kunden"
"26116","kunden 30"
"26117","30 millionen"
"26118","millionen mal"
"26119","mal pro"
"26120","pro monat"
"26121","digitale stärke"
"26122","ausbauen ab"
"26123","ab heute"
"26124","heute ergänzen"
"26125","ergänzen 13"
"26126","13 produkte"
"26127","23 neue"
"26128","neue dienstleistungen"
"26129","co2 indikator"
"26130","kunden beispielsweise"
"26131","haushalt konsum"
"26132","persönlichen co2"
"26133","co2 fußabdruck"
"26134","fußabdruck errechnen"
"26135","persönlicher fußabdruck"
"26136","co2 indikator"
"26137","indikator erst"
"26138","erst heute"
"26139","start geht"
"26140","lassen tatsächlich"
"26141","thema nachhaltigkeit"
"26142","unseren kunden"
"26143","ökologie sinnvoll"
"26144","sinnvoll verbinden"
"26145","unseren kunden"
"26146","weiteren ausbaustufe"
"26147","app vorschläge"
"26148","portfolio nachhaltiger"
"26149","nachhaltiger gestalten"
"26150","fossile brennstoffe"
"26151","brennstoffe zurückfahren"
"26152","verdienen dabei"
"26153","dabei nebenbei"
"26154","corona krise"
"26155","krise gar"
"26156","rohr natürlich"
"26157","natürlich merken"
"26158","unserem geschäft"
"26159","etwa unsere"
"26160","unsere risikovorsorge"
"26161","kreditgeschäft aufgrund"
"26162","situation erhöht"
"26163","übergreifend allerdings"
"26164","allerdings stehen"
"26165","unseren internationalen"
"26166","internationalen wettbewerbern"
"26167","wettbewerbern deutlich"
"26168","deutlich besser"
"26169","viele kredite"
"26170","deutschland vergeben"
"26171","stabilsten volkswirtschaften"
"26172","hälfte unseres"
"26173","unseres kreditvolumens"
"26174","kreditvolumens 35"
"26175","35 prozent"
"26176","hypotheken besicherte"
"26177","besicherte baufinanzierungen"
"26178","baufinanzierungen lediglich"
"26179","lediglich sechs"
"26180","sechs prozent"
"26181","unserer europäischen"
"26182","us amerikanischen"
"26183","amerikanischen wettbewerber"
"26184","höher welt"
"26185","konsequent rückstellungen"
"26186","davon dass"
"26187","guten zeiten"
"26188","kreditrisiken diszipliniert"
"26189","diszipliniert geblieben"
"26190","deutsche bank"
"26191","bank bereits"
"26192","vergangenheit ausgezeichnet"
"26193","ausgezeichnet sodass"
"26194","finanzkrise wenige"
"26195","wenige probleme"
"26196","faulen krediten"
"26197","stabile kundenbasis"
"26198","gute risikosteuerung"
"26199","risikosteuerung welt"
"26200","konkret sorgen"
"26201","rohr natürlich"
"26202","natürlich beobachten"
"26203","pandemie leiden"
"26204","unsere vergabestandards"
"26205","enger gefasst"
"26206","gefasst zuversichtlich"
"26207","niedrigen zinsen"
"26208","stark nachgefragt"
"26209","kredites aufgrund"
"26210","corona krise"
"26211","krise gestundet"
"26212","rohr aktuell"
"26213","etwa 3500"
"26214","3500 menschen"
"26215","möglichkeit gebrauch"
"26216","zwischenzeitlich 70.000"
"26217","gute entwicklung"
"26218","entwicklung welt"
"26219","welt dabei"
"26220","situation kaum"
"26221","kaum entspannt"
"26222","entspannt mittlerweile"
"26223","mittlerweile befinden"
"26224","zweiten welle"
"26225","stimmt dennoch"
"26226","denen unternehmer"
"26227","corona krise"
"26228","krise existenziell"
"26229","existenziell bedroht"
"26230","zunächst befürchtet"
"26231","befürchtet welt"
"26232","großzügigen staatlichen"
"26233","staatlichen hilfen"
"26234","corona krise"
"26235","krise wirklich"
"26236","wirklich hart"
"26237","hart getroffen"
"26238","getroffen trotzdem"
"26239","abhol geschäft"
"26240","geschäft immerhin"
"26241","reicht natürlich"
"26242","staatlichen hilfen"
"26243","hilfen schaffen"
"26244","hoffentlich eben"
"26245","durchzukommen welt"
"26246","großzügig ausgestaltet"
"26247","ausgestaltet dass"
"26248","dass unternehmen"
"26249","unternehmen sogar"
"26250","krise profitieren"
"26251","hilft insolvenzen"
"26252","richtig dass"
"26253","unternehmen zurzeit"
"26254","stark unterstützt"
"26255","unterstützt solange"
"26256","lockdown maßnahmen"
"26257","maßnahmen eindämmen"
"26258","eindämmen müssen"
"26259","müssen gibt"
"26260","kaum alternativen"
"26261","überzogen dass"
"26262","übertreibungen kommen"
"26263","vermeiden welt"
"26264","großzügige hilfen"
"26265","hilfen schützen"
"26266","mehr überlebensfähige"
"26267","überlebensfähige unternehmen"
"26268","sogenannte zombifizierung"
"26269","gehen ja"
"26270","ja durchaus"
"26271","durchaus unternehmen"
"26272","unternehmen insolvent"
"26273","nächsten jahr"
"26274","konsolidierung viele"
"26275","viele unternehmen"
"26276","unternehmen gehen"
"26277","zusammen richtig"
"26278","dass geschäftsmodelle"
"26279","unnötig verlängert"
"26280","hinweise darauf"
"26281","darauf gibt"
"26282","gibt dass"
"26283","staatlich garantiert"
"26284","abzeichnet dass"
"26285","nächsten jahr"
"26286","jahr anfangen"
"26287","impfen darüber"
"26288","darüber sprechen"
"26289","teuren hilfsprogramme"
"26290","bewussten anstrengung"
"26291","gefahr besteht"
"26292","besteht dass"
"26293","hilfen verstetigen"
"26294","staatskasse enorm"
"26295","enorm belasten"
"26296","langfristigen wettbewerbsfähigkeit"
"26297","wettbewerbsfähigkeit unserer"
"26298","unserer volkswirtschaft"
"26299","volkswirtschaft schaden"
"26300","deutsche wirtschaft"
"26301","wirtschaft steht"
"26302","staatliche lenkung"
"26303","durchsetzt droht"
"26304","droht gerade"
"26305","ampel koalition"
"26306","mehr planwirtschaft"
"26307","planwirtschaft wohin"
"26308","gängeln führt"
"26309","führt zeigt"
"26310","zeigt bereits"
"26311","pandemie deutschland"
"26312","deutschland steht"
"26313","nächsten bundesregierung"
"26314","bundesregierung hängt"
"26315","deutsche wirtschaft"
"26316","aufwärts geht"
"26317","lange zeit"
"26318","zeit grüne"
"26319","grüne ziele"
"26320","ziele verbunden"
"26321","marktwirtschaftlichem spirit"
"26322","langfristigen linien"
"26323","linien denkt"
"26324","neues wirtschaftswunder"
"26325","wirtschaftswunder bedeuten"
"26326","klimaschutzes grobe"
"26327","grobe fehler"
"26328","fehler gemacht"
"26329","ökonomische abstieg"
"26330","mittelmäßigkeit genau"
"26331","größerem tempo"
"26332","richtung staatswirtschaft"
"26333","staatswirtschaft marschieren"
"26334","leider sowohl"
"26335","union mehr"
"26336","mehr zutrauen"
"26337","freiheitlich gestalteten"
"26338","gestalteten marktwirtschaft"
"26339","rot grün"
"26340","grün roten"
"26341","roten bundesregierung"
"26342","wähler glücklicherweise"
"26343","glücklicherweise abgewendet"
"26344","gefahr dass"
"26345","neuen koalition"
"26346","gestaltungsfreudigen wirtschaftspolitiker"
"26347","wirtschaftspolitiker durchsetzen"
"26348","kleinteiligen vorgaben"
"26349","unternehmen gängelt"
"26350","immer schneller"
"26351","schneller drehende"
"26352","drehende gigantische"
"26353","gigantische subventionsspirale"
"26354","gang setzt"
"26355","moderne führen"
"26356","beschleunigten digitalisierung"
"26357","beschlossenen dekarbonisierung"
"26358","bürokraten geplant"
"26359","umweltziele vermag"
"26360","markt effizienter"
"26361","effizienter umzusetzen"
"26362","akteure aufeinandertrifft"
"26363","beste lösung"
"26364","lösung durchsetzt"
"26365","durchsetzt schon"
"26366","corona krise"
"26367","richtung staatswirtschaft"
"26368","staatswirtschaft beschert"
"26369","pandemie bestimmten"
"26370","bestimmten bürokratische"
"26371","bürokratische vorschriften"
"26372","milliardenschwere staatshilfen"
"26373","politik tut"
"26374","hierzulande schwer"
"26375","pump finanzierten"
"26376","finanzierten corona"
"26377","corona hilfen"
"26378","hilfen auslaufen"
"26379","landesebene sogar"
"26380","zukunftsfähigen betriebe"
"26381","leben erhalten"
"26382","wirtschaft voran"
"26383","immer schwieriger"
"26384","spuk irgendwann"
"26385","beenden beim"
"26386","beim klimapolitischen"
"26387","klimapolitischen umbau"
"26388","gesamten wirtschaft"
"26389","wirtschaft droht"
"26390","großen stil"
"26391","liberalen setzen"
"26392","marktwirtschaftlichen ideen"
"26393","ansonsten könnten"
"26394","könnten ganze"
"26395","ganze industriebranchen"
"26396","chemie stahl"
"26397","autohersteller dauerhaft"
"26398","transferempfängern mutieren"
"26399","mutieren gepäppelt"
"26400","grüner stahl"
"26401","stahl produziert"
"26402","autoindustrie erhält"
"26403","erhält subventionen"
"26404","verbrenner motor"
"26405","chemieindustrie braucht"
"26406","braucht ebenfalls"
"26407","ebenfalls ausgleichszahlungen"
"26408","standort aufgrund"
"26409","umweltauflagen unwirtschaftlich"
"26410","unwirtschaftlich geworden"
"26411","deutschlands bisher"
"26412","erfolgreicher industrie"
"26413","enormer personalabbau"
"26414","personalabbau droht"
"26415","droht müssen"
"26416","sozialkassen ran"
"26417","beteiligten schmerzfrei"
"26418","gestalten wer"
"26419","wer glaubt"
"26420","seien heillose"
"26421","heillose übertreibungen"
"26422","große koalition"
"26423","vergangenen jahren"
"26424","klimaschutzes schon"
"26425","schon vorangetrieben"
"26426","staat initiierten"
"26427","initiierten batteriezellenproduktion"
"26428","steuerfinanzierter förderung"
"26429","förderung belohnt"
"26430","e autos"
"26431","kunden zudem"
"26432","hohen prämien"
"26433","prämien schmackhaft"
"26434","schmackhaft gemacht"
"26435","stahlindustrie existiert"
"26436","grüne zeitalter"
"26437","derartigen starthilfen"
"26438","ende dauer"
"26439","dauer subventionen"
"26440","energiewende trotz"
"26441","fortschreitenden verspargelung"
"26442","steten vermehrung"
"26443","solardächer hängen"
"26444","grünen stroms"
"26445","tropf öffentlicher"
"26446","öffentlicher förderung"
"26447","abschaffung treibt"
"26448","bestens aufgestellte"
"26449","aufgestellte lobby"
"26450","barrikaden geht"
"26451","klimapolitischen vorstellungen"
"26452","hiesige wirtschaft"
"26453","wirtschaft bald"
"26454","bald vollends"
"26455","subventions ökonomie"
"26456","hätte allerdings"
"26457","jahrzehnte exporterfolge"
"26458","exporterfolge wachstum"
"26459","wirtschaft beschert"
"26460","kaum mehr"
"26461","tun unternehmen"
"26462","überleben dauertransfers"
"26463","staat benötigen"
"26464","weltmärkten nie"
"26465","nie konkurrenzfähig"
"26466","subventionswirtschaft wäre"
"26467","hierzulande inzwischen"
"26468","beste lobby"
"26469","meisten ganz"
"26470","ganz unabhängig"
"26471","wachsende abhängigkeit"
"26472","zudem gravierende"
"26473","gravierende auswirkungen"
"26474","politische stimmungen"
"26475","stimmungen schon"
"26476","lebt rund"
"26477","staatlichen leistungen"
"26478","gesamten öffentlichen"
"26479","öffentlichen dienst"
"26480","kurzarbeiter arbeitslose"
"26481","wenigen jahren"
"26482","deutlich zulegen"
"26483","zulegen olaf"
"26484","olaf scholz"
"26485","scholz verdankt"
"26486","großen gruppe"
"26487","mal mehrheitlich"
"26488","spd gewählt"
"26489","spd unverhohlen"
"26490","rentnern neue"
"26491","neue wohltaten"
"26492","wohltaten versprochen"
"26493","wurde dafür"
"26494","dafür prompt"
"26495","prompt belohnt"
"26496","ganze industriebranchen"
"26497","staatlichen tropf"
"26498","tropf hängen"
"26499","künftigen wahlkämpfen"
"26500","wahlkämpfen auswirken"
"26501","energiewende zählen"
"26502","zählen jedenfalls"
"26503","loyalsten unterstützern"
"26504","öko partei"
"26505","immer gut"
"26506","gut gefüttert"
"26507","gefüttert verdient"
"26508","großzügig verteilte"
"26509","verteilte staatsknete"
"26510","kasse gebeten"
"26511","schlecht gemanagten"
"26512","gemanagten energiewende"
"26513","energiewende leidet"
"26514","industrielle mittelstand"
"26515","zunehmend staatlich"
"26516","staatlich gelenkten"
"26517","gelenkten wirtschaft"
"26518","mittleren unternehmen"
"26519","unternehmen beruht"
"26520","beruht schließlich"
"26521","eigenverantwortung risikofreude"
"26522","großen zukunftsaufgaben"
"26523","meistern braucht"
"26524","deutschland mehr"
"26525","immer weniger"
"26526","frühere wirtschaftsweise"
"26527","wirtschaftsweise isabel"
"26528","isabel schnabel"
"26529","schnabel sitzt"
"26530","geldpolitik aufräumen"
"26531","sagt sparern"
"26532","minuszinsen verhalten"
"26533","verhalten sollen"
"26534","jüngste neuzugang"
"26535","europäischen zentralbank"
"26536","zentralbank ezb"
"26537","frühere wirtschaftsweise"
"26538","wirtschaftsweise isabel"
"26539","isabel schnabel"
"26540","schnabel lenkt"
"26541","lenkt seit"
"26542","seit jahresanfang"
"26543","euro raum"
"26544","notenbank schnabel"
"26545","acht jahre"
"26546","jahre berufen"
"26547","großes vorgenommen"
"26548","vorgenommen insbesondere"
"26549","deutschland fühlt"
"26550","ezb seit"
"26551","seit langem"
"26552","langem missverstanden"
"26553","48 jährige"
"26554","jährige ökonomin"
"26555","welt erklärt"
"26556","ezb aufzuräumen"
"26557","art blauhelm"
"26558","blauhelm mission"
"26559","deutscher öffentlichkeit"
"26560","öffentlichkeit isabel"
"26561","isabel schnabel"
"26562","schnabel nein"
"26563","stehe ja"
"26564","zwei parteien"
"26565","ezb direktoriums"
"26566","neuen rolle"
"26567","mehr verständnis"
"26568","missverständnissen aufzuräumen"
"26569","menschen immer"
"26570","hören dass"
"26571","politik schade"
"26572","sorgen welt"
"26573","ganz besonders"
"26574","besonders aufräumen"
"26575","aufräumen schnabel"
"26576","größte missverständnis"
"26577","missverständnis schon"
"26578","juristisch falsch"
"26579","ja bedeuten"
"26580","bedeuten dass"
"26581","fall welt"
"26582","reale zinsniveau"
"26583","zins abzüglich"
"26584","inflation ergibt"
"26585","große makroökonomische"
"26586","makroökonomische trends"
"26587","realzinsen fallen"
"26588","gehören beispielsweise"
