"","x"
"9333","nahestehenden journalistenfreund y"
"9334","folgende geschichte wissenschaftlicher"
"9335","geschichte wissenschaftlicher dienst"
"9336","wissenschaftlicher dienst hält"
"9337","dienst hält vermögensabgabe"
"9338","denkbar abgeordneter x"
"9339","fall wäre schon"
"9340","recht deutlich positiver"
"9341","deutlich positiver sachstand"
"9342","positiver sachstand hilfreich"
"9343","erstens gibt niemand"
"9344","gibt niemand gern"
"9345","deutschland historisch immer"
"9346","fehlleistungen verknüpft zuerst"
"9347","verknüpft zuerst kam"
"9348","zuerst kam 1913"
"9349","drei jahre gestreckt"
"9350","militär gefordert wurden"
"9351","reich bekam dadurch"
"9352","ersten weltkrieg vernichtete"
"9353","weltkrieg vernichtete deshalb"
"9354","vernichtete deshalb wurde"
"9355","deshalb wurde 1919"
"9356","behörden 1938 gab"
"9357","deren verbrecherische natur"
"9358","nächsten krieg weshalb"
"9359","krieg weshalb 1952"
"9360","sogenannte lastenausgleichsgesetz eingeführt"
"9361","lastenausgleichsgesetz eingeführt wurde"
"9362","verbundenen zwangshypotheken bereichern"
"9363","zwangshypotheken bereichern neben"
"9364","heute unsere familienlegenden"
"9365","generationen erschüttert insofern"
"9366","böse überraschung mehr"
"9367","sperrfrist beiseitezulegen weshalb"
"9368","gleich erscheinen konnte"
"9369","eigenen nutzen veröffentlicht"
"9370","nutzen veröffentlicht hätte"
"9371","hehl daraus dass"
"9372","schon 1952 prinzipiell"
"9373","vermögensabgabe möglich wäre"
"9374","verfassung dafür anlegt"
"9375","dafür anlegt zuerst"
"9376","staat beweisen dass"
"9377","wiederkehrende notlage handelt"
"9378","verschenkte 250 euro"
"9379","250 euro einkaufsgutscheine"
"9380","euro bonds geben"
"9381","euro krise kennt"
"9382","krise kennt damals"
"9383","geld wirklich auszugeben"
"9384","existenzielle dringlichkeit überhaupt"
"9385","dringlichkeit überhaupt gibt"
"9386","banale rezession allein"
"9387","rezession allein reicht"
"9388","allein reicht sicher"
"9389","vermögensabgabe verfassungsrechtlich ausreichend"
"9390","krise erst geraten"
"9391","erst geraten angesichts"
"9392","bemerkenswert gutes rating"
"9393","ausfallende mieten treffen"
"9394","mieten treffen erst"
"9395","zeigt deutlich dass"
"9396","geheimnis dass reiche"
"9397","dass reiche bundesländer"
"9398","baden württemberg wenig"
"9399","württemberg wenig interesse"
"9400","tschuidign s bittsche"
"9401","s bittsche wann"
"9402","bittsche wann i"
"9403","wann i deidlich"
"9404","i deidlich wea"
"9405","deidlich wea grattler"
"9406","unternehmensverluste ohnehin schwer"
"9407","ohnehin schwer gebeutelt"
"9408","kreditfinanzierung niemand interesse"
"9409","genug populistische forderungen"
"9410","eigenen kindern überforderte"
"9411","kindern überforderte kreative"
"9412","art berufselterntum ausüben"
"9413","annehmen darf dass"
"9414","größere publizität wünscht"
"9415","grüne bereitschaft schulden"
"9416","esken riexinger kühnert"
"9417","opfer gern einräumt"
"9418","relativ großes zeitfenster"
"9419","immobilien momentan hoch"
"9420","momentan hoch bewertet"
"9421","monate eventuell sogar"
"9422","eventuell sogar mehr"
"9423","jahr genug zeit"
"9424","legalen rahmen effektiv"
"9425","rahmen effektiv gestaltet"
"9426","effektiv gestaltet bezeichnenderweise"
"9427","sachstand aufmerksam geworden"
"9428","möglichen verfolgten zuflucht"
"9429","sichere schweiz fahren"
"9430","schweiz fahren müsste"
"9431","viele klassisch ehrliche"
"9432","klassisch ehrliche hausbesitzer"
"9433","ehrliche hausbesitzer versuchen"
"9434","schon getan wurde"
"9435","zufällig jemand wissen"
"9436","jemand wissen wer"
"9437","wüsste wirklich gern"
"9438","wirklich gern wer"
"9439","größtem vergnügen anschauen"
"9440","zeug eventuell kam"
"9441","kühnertartig geringen vorleistung"
"9442","immer besonders schön"
"9443","frage stellt wer"
"9444","zwecke erarbeiten lassen"
"9445","erarbeiten lassen darf"
"9446","herr riexinger anrecht"
"9447","ganz schnell zustände"
"9448","mehr groß fragen"
"9449","groß fragen durfte"
"9450","ganzen schönen geld"
"9451","schönen geld gemacht"
"9452","schützengraben gegenüber manchmal"
"9453","eigenen sache dienlich"
"9454","sache dienlich wäre"
"9455","russland geschleusten lenin"
"9456","geschleusten lenin gemacht"
"9457","wenigstens genau hinschauen"
"9458","nächsten vermögensabgabenbefürworter jedenfalls"
"9459","vermögensabgabenbefürworter jedenfalls reibe"
"9460","verfassungsändernden mehrheit bräuchte"
"9461","dass reichtum verpflichtet"
"9462","reichtum verpflichtet vielleicht"
"9463","verpflichtet vielleicht verlegt"
"9464","kernkompetenzen haare schneiden"
"9465","herr riexinger bekommt"
"9466","linken schon erdulden"
"9467","mehr schaden führen"
"9468","schaden führen fürchten"
"9469","führen fürchten experten"
"9470","fürchten experten carsten"
"9471","experten carsten dierig"
"9472","bislang ausgeblieben sogar"
"9473","gegenteil passiert gerade"
"9474","stattliche 13,4 prozent"
"9475","13,4 prozent zurückgegangen"
"9476","prozent zurückgegangen meldet"
"9477","statistische bundesamt dabei"
"9478","niveau ohnehin schon"
"9479","ohnehin schon niedrig"
"9480","corona krise hunderttausende"
"9481","krise hunderttausende unternehmen"
"9482","hunderttausende unternehmen stark"
"9483","bedrängnis branchenverbände jedenfalls"
"9484","branchenverbände jedenfalls betonen"
"9485","großen existenzängste vieler"
"9486","existenzängste vieler betriebe"
"9487","widerspruch aussieht kommt"
"9488","regelinsolvenzverfahrens vergeht bearbeitungszeit"
"9489","teilweise eingeschränkten betrieb"
"9490","zuständigen gerichte verlängert"
"9491","gerichte verlängert meldet"
"9492","corona pandemie voraussichtlich"
"9493","insolvenzanträge verhindern gemeint"
"9494","covid 19 pandemie"
"9495","ende märz normalerweise"
"9496","unternehmen unverzüglich insolvenz"
"9497","unverzüglich insolvenz anmelden"
"9498","management strafbar allein"
"9499","absehbaren geldeingängen gewährt"
"9500","strengen regeln außer"
"9501","regeln außer kraft"
"9502","außer kraft gesetzt"
"9503","corona pandemie beruht"
"9504","bundesregierung züchtet zombieunternehmen"
"9505","züchtet zombieunternehmen kritisiert"
"9506","beispiel volker römermann"
"9507","volker römermann fachanwalt"
"9508","denen niemand weiß"
"9509","bezahlung kommt beschreibt"
"9510","kommt beschreibt römermann"
"9511","zwei jahrzehnten vorstandsvorsitzender"
"9512","mehr anzeigen dass"
"9513","offenen rechnungen sitzen"
"9514","folgert römermann je"
"9515","römermann je unsicherer"
"9516","desto eher tendiert"
"9517","sei sogar wissenschaftlich"
"9518","sogar wissenschaftlich bewiesen"
"9519","wissenschaftlich bewiesen george"
"9520","bewiesen george akerlof"
"9521","deutschen insolvenzrechts konterkariert"
"9522","insolvenzrechts konterkariert nämlich"
"9523","wirtschaftsauskunftei creditreform herrscht"
"9524","creditreform herrscht großes"
"9525","herrscht großes unverständnis"
"9526","vielleicht gut gemeint"
"9527","weder gut gedacht"
"9528","gut gemacht sagt"
"9529","gemacht sagt patrik"
"9530","sagt patrik ludwig"
"9531","patrik ludwig hantzsch"
"9532","leiter wirtschaftsforschung gegenüber"
"9533","wirtschaftsforschung gegenüber welt"
"9534","ganz erheblichen nachhaltigen"
"9535","erheblichen nachhaltigen schäden"
"9536","volkswirtschaft kommen hantzsch"
"9537","kommen hantzsch spricht"
"9538","anschlussinsolvenzen eigentlich gesunder"
"9539","eigentlich gesunder unternehmen"
"9540","gesunder unternehmen hinzu"
"9541","unternehmen hinzu kommt"
"9542","hinzu kommt dass"
"9543","herbst verschiebt sobald"
"9544","gnadenfrist ausläuft komme"
"9545","böse erwachen wann"
"9546","ende september ausgesetzt"
"9547","märz 2021 verlängern"
"9548","gefährliche unsicherheit bliebe"
"9549","weitere sechs monate"
"9550","vergangenen jahre befördert"
"9551","jahre befördert wurde"
"9552","befördert wurde erreicht"
"9553","mal größeres ausmaß"
"9554","mehrfacher hinsicht problematisch"
"9555","hinsicht problematisch sagt"
"9556","problematisch sagt experte"
"9557","sagt experte hantzsch"
"9558","experte hantzsch je"
"9559","hantzsch je länger"
"9560","leistungsfähigen start ups"
"9561","maroden strukturen gebunden"
"9562","allein pandemiebedingt probleme"
"9563","pandemiebedingt probleme bekommen"
"9564","gehen warnen experten"
"9565","warnen experten wer"
"9566","früh genug hilfe"
"9567","genug hilfe holt"
"9568","deutlich bessere sanierungschancen"
"9569","bessere sanierungschancen sagt"
"9570","sanierungschancen sagt jurist"
"9571","sagt jurist römermann"
"9572","kunden vorhanden gute"
"9573","vorhanden gute mitarbeiter"
"9574","vielleicht sogar vermögenswerte"
"9575","verspätete insolvenzanmeldung dagegen"
"9576","insolvenzanmeldung dagegen mache"
"9577","ausgesetzten insolvenzantragspflicht ausgeht"
"9578","insolvenzantragspflicht ausgeht sei"
"9579","ausgeht sei daher"
"9580","sei daher verheerend"
"9581","eigentlich gut funktionierenden"
"9582","gut funktionierenden insolvenzrecht"
"9583","funktionierenden insolvenzrecht römermann"
"9584","insolvenzrecht römermann hätte"
"9585","überlebensfähige unternehmen auszusortieren"
"9586","unternehmen auszusortieren funktionsfähig"
"9587","auszusortieren funktionsfähig geblieben"
"9588","psychologie gesiegt großzügige"
"9589","gesiegt großzügige kredite"
"9590","großzügige kredite schnelles"
"9591","kredite schnelles kurzarbeitergeld"
"9592","hohe bürgschaften wirken"
"9593","erklärt römermann insolvenzen"
"9594","römermann insolvenzen dagegen"
"9595","insolvenzen dagegen hätten"
"9596","viele unternehmen geben"
"9597","weltweit führenden kreditversicherers"
"9598","führenden kreditversicherers euler"
"9599","kreditversicherers euler hermes"
"9600","rund 20 prozent"
"9601","20 prozent sollen"
"9602","insolvenzen weltweit steigen"
"9603","weltweit steigen neben"
"9604","usa stehe dabei"
"9605","stehe dabei insbesondere"
"9606","dabei insbesondere europa"
"9607","sturms 2020 bricht"
"9608","unseren aktuellen prognosen"
"9609","aktuellen prognosen voraussichtlich"
"9610","prognosen voraussichtlich doppelt"
"9611","verschwinden begründet ludovic"
"9612","begründet ludovic subran"
"9613","deutschland sagt euler"
"9614","sagt euler hermes"
"9615","wirtschaft erst mal"
"9616","erst mal geholfen"
"9617","mal geholfen sagt"
"9618","geholfen sagt ron"
"9619","sagt ron van"
"9620","ron van het"
"9621","van het hof"
"9622","viele unternehmen deutlich"
"9623","unternehmen deutlich größer"
"9624","vorher creditreform forscher"
"9625","creditreform forscher hantzsch"
"9626","forscher hantzsch spricht"
"9627","hantzsch spricht daher"
"9628","ersten halbjahr trotz"
"9629","corona krise deutlich"
"9630","krise deutlich gesunken"
"9631","deutlich gesunken grund"
"9632","gesunken grund dafür"
"9633","experten lediglich verschoben"
"9634","lediglich verschoben schlimmstenfalls"
"9635","verschoben schlimmstenfalls entstehe"
"9636","gefälscht hast lautet"
"9637","britischen staatsmann winston"
"9638","staatsmann winston churchill"
"9639","winston churchill stammen"
"9640","deutschland weit entfernt"
"9641","fälschung immerhin decken"
"9642","auskunfteien wirtschaftsforschungsinstituten insolvenzgerichten"
"9643","statistischen bundesamt fragen"
"9644","bundesamt fragen werfen"
"9645","wirtschaft hierzulande deutlich"
"9646","hierzulande deutlich rückläufig"
"9647","deutlich rückläufig gerade"
"9648","rückläufig gerade mal"
"9649","gerade mal 8900"
"9650","mal 8900 firmen"
"9651","ersten halbjahr 2020"
"9652","halbjahr 2020 insolvenz"
"9653","2020 insolvenz angemeldet"
"9654","insolvenz angemeldet zeigt"
"9655","acht prozent weniger"
"9656","ersten sechs monaten"
"9657","betroffene unternehmen gilt"
"9658","zunächst ende september"
"9659","corona krise ursächlich"
"9660","schwer kalkulierbare wette"
"9661","gekanntem ausmaß sagt"
"9662","nämlich müssten all"
"9663","davon geht ulbricht"
"9664","sinkende insolvenzzahlen verschleiern"
"9665","betroffenen unternehmen tatsächlich"
"9666","konkurrierende auskunftei crif"
"9667","auskunftei crif bürgel"
"9668","crif bürgel zeigt"
"9669","höchste stand seit"
"9670","stand seit rund"
"9671","seit rund zehn"
"9672","rund zehn jahren"
"9673","zehn jahren besonders"
"9674","jahren besonders gefährdet"
"9675","verarbeitenden gewerbe jedenfalls"
"9676","insgesamt rückläufigen fälle"
"9677","rückläufigen fälle konstant"
"9678","fälle konstant geblieben"
"9679","konstant geblieben experte"
"9680","geblieben experte ulbricht"
"9681","experte ulbricht verweist"
"9682","ulbricht verweist dabei"
"9683","schon länger anhaltende"
"9684","länger anhaltende konjunkturschwäche"
"9685","ersten sechs monaten"
"9686","bereich mode sagt"
"9687","mode sagt ulbricht"
"9688","galeria karstadt kaufhof"
"9689","karstadt kaufhof esprit"
"9690","kaufhof esprit hallhuber"
"9691","appelrath cüpper prominenz"
"9692","rolle creditreform jedenfalls"
"9693","creditreform jedenfalls meldet"
"9694","insolvenzschäden liegen daher"
"9695","halbjahr 2020 nahezu"
"9696","ersten sechs monaten"
"9697","sechs monaten 2019"
"9698","monaten 2019 fast"
"9699","2019 fast 800"
"9700","fast 800 pleiten"
"9701","800 pleiten weniger"
"9702","pleiten weniger gab"
"9703","rund zwölf milliarden"
"9704","zwölf milliarden euro"
"9705","milliarden euro belaufen"
"9706","1,35 millionen euro"
"9707","millionen euro pro"
"9708","euro pro fall"
"9709","bereits weggefallenen arbeitsplätze"
"9710","weggefallenen arbeitsplätze summiert"
"9711","steffen müller kommt"
"9712","finanzkrise 2008 2009"
"9713","2008 2009 beobachtet"
"9714","2009 beobachtet dass"
"9715","beobachtet dass deutlich"
"9716","dass deutlich größere"
"9717","deutlich größere unternehmen"
"9718","größere unternehmen insolvenz"
"9719","unternehmen insolvenz anmelden"
"9720","normalen zeiten sagt"
"9721","insolvenzforschungsstelle beim leibniz"
"9722","beim leibniz institut"
"9723","wirtschaftsforschung halle iwh"
"9724","halle iwh müller"
"9725","iwh müller rechnet"
"9726","müller rechnet daher"
"9727","angeschlagene großunternehmen besser"
"9728","kleine firmen insolvenzen"
"9729","akuten krise fehlt"
"9730","kommenden monate rechnet"
"9731","monate rechnet müller"
"9732","rechnet müller daher"
"9733","aktuellen zahlen jedenfalls"
"9734","zahlen jedenfalls seien"
"9735","crif bürgel danach"
"9736","deutschland zuletzt massiv"
"9737","zuletzt massiv gesunken"
"9738","massiv gesunken überfällige"
"9739","gesunken überfällige rechnungen"
"9740","34,4 tagen bezahlt"
"9741","26,4 tagen ab"
"9742","tagen ab mitte"
"9743","ab mitte april"
"9744","unternehmen dramatisch verschlechtert"
"9745","beobachten derzeit vermehrt"
"9746","liquiditätsschonendes verhalten seitens"
"9747","firmen kommentiert frank"
"9748","kommentiert frank schlein"
"9749","crif bürgel viele"
"9750","bürgel viele unternehmen"
"9751","sei gefährlich mahnt"
"9752","gefährlich mahnt schlein"
"9753","häufigsten insolvenzursachen zudem"
"9754","insolvenzursachen zudem bedeute"
"9755","spät gezahlte rechnung"
"9756","gezahlte rechnung höheren"
"9757","rechnung höheren verwaltungsaufwand"
"9758","schlimmsten fall entwickelt"
"9759","verspätet gezahlte rechnungen"
"9760","gezahlte rechnungen länger"
"9761","eigene investments verzichten"
"9762","investments verzichten müssen"
"9763","sagt schlein kleine"
"9764","schlein kleine unternehmen"
"9765","kleine unternehmen könnten"
"9766","unternehmen könnten dadurch"
"9767","wirtschaftliche schieflage geraten"
"9768","schieflage geraten sagen"
"9769","geraten sagen müssen"
"9770","schließlich außer kraft"
"9771","außer kraft gesetzt"
"9772","kraft gesetzt aktuell"
"9773","gerade mal 1,5"
"9774","mal 1,5 din"
"9775","1,5 din a4"
"9776","din a4 seiten"
"9777","a4 seiten niedergeschriebene"
"9778","seiten niedergeschriebene sonderregel"
"9779","niedergeschriebene sonderregel per"
"9780","sonderregel per verordnung"
"9781","per verordnung sogar"
"9782","halbes jahr verlängern"
"9783","ostdeutschland schon mal"
"9784","experten durchaus verschlimmern"
"9785","bundesregierung züchtet zombieunternehmen"
"9786","züchtet zombieunternehmen kritisiert"
"9787","beispiel volker römermann"
"9788","volker römermann fachanwalt"
"9789","denen niemand weiß"
"9790","bezahlung kommt sagt"
"9791","kommt sagt römermann"
"9792","mehr anzeigen dass"
"9793","offenen rechnungen sitzen"
"9794","volker ulbricht sieht"
"9795","gefahr sieht dass"
"9796","geschäftsbetrieb fortsetzen ulbricht"
"9797","fortsetzen ulbricht betont"
"9798","bundesregierung mache schließlich"
"9799","möglichst viele unternehmen"
"9800","regierung seit märz"
"9801","risiken täglich wachsen"
"9802","täglich wachsen carsten"
"9803","wachsen carsten dierig"
"9804","carsten dierig christine"
"9805","dierig christine haas"
"9806","daniel zwick deutschlands"
"9807","zwick deutschlands wirtschaft"
"9808","deutschlands wirtschaft steckt"
"9809","covid 19 pandemie"
"9810","ersten quartal stürzte"
"9811","zehn prozent ab"
"9812","prozent ab trotzdem"
"9813","ab trotzdem bleibt"
"9814","arbeitsmarkt relativ stabil"
"9815","13,3 prozent weniger"
"9816","prozent weniger unternehmensinsolvenzen"
"9817","fast zehn prozent"
"9818","rückgang laut statistischem"
"9819","laut statistischem bundesamt"
"9820","statistischem bundesamt sogar"
"9821","fast 30 prozent"
"9822","30 prozent liegen"
"9823","corona krise rückwirkend"
"9824","kapitalismus außer kraft"
"9825","außer kraft gesetzt"
"9826","wirtschaftlichen schäden schützen"
"9827","geordnetes verfahren anzustoßen"
"9828","verfahren anzustoßen seitdem"
"9829","anzustoßen seitdem schwelen"
"9830","probleme hunderttausender firmen"
"9831","verschoben warnt patrik"
"9832","warnt patrik ludwig"
"9833","patrik ludwig hantzsch"
"9834","ludwig hantzsch leiter"
"9835","hantzsch leiter wirtschaftsforschung"
"9836","auskunftei creditreform dadurch"
"9837","creditreform dadurch könnten"
"9838","dadurch könnten viele"
"9839","könnten viele derzeit"
"9840","ende gravierende auswirkungen"
"9841","offen bundesjustizministerin christine"
"9842","bundesjustizministerin christine lambrecht"
"9843","christine lambrecht spd"
"9844","ende märz 2021"
"9845","märz 2021 verlängern"
"9846","überschuldete unternehmen gelten"
"9847","aktuelle regelung eher"
"9848","regelung eher lax"
"9849","eher lax ausgelegt"
"9850","lax ausgelegt sanierungsberater"
"9851","ausgelegt sanierungsberater berichten"
"9852","sanierungsberater berichten davon"
"9853","berichten davon dass"
"9854","davon dass seit"
"9855","dass seit lambrechts"
"9856","seit lambrechts ankündigung"
"9857","lambrechts ankündigung reihenweise"
"9858","ankündigung reihenweise kunden"
"9859","reihenweise kunden anrufen"
"9860","regierung züchtet zombieunternehmen"
"9861","züchtet zombieunternehmen sagt"
"9862","zombieunternehmen sagt hantzsch"
"9863","gesamte wirtschaft zombieunternehmen"
"9864","aggressive preispolitik verfolgen"
"9865","gesunden unternehmen belastet"
"9866","strukturwandel behindert heißt"
"9867","deutsche bank research"
"9868","ezb schon seit"
"9869","moratorium geschaffene neue"
"9870","geschaffene neue gattung"
"9871","gesetzlichen ausnahmen überleben"
"9872","täglich mehr begünstigt"
"9873","lockere zinspolitik gab"
"9874","laut creditreform 2019"
"9875","creditreform 2019 schon"
"9876","2019 schon 330.000"
"9877","schon 330.000 zombieunternehmen"
"9878","seit märz ausgesetzte"
"9879","märz ausgesetzte insolvenzantragsfrist"
"9880","550.000 erhöhen rechnet"
"9881","seien bereits 15"
"9882","bereits 15 prozent"
"9883","unternehmen hierzulande betroffen"
"9884","hierzulande betroffen kommt"
"9885","geplante verlängerte aussetzung"
"9886","weitere verschuldung hinzu"
"9887","verschuldung hinzu könnten"
"9888","hinzu könnten sogar"
"9889","könnten sogar 700.000"
"9890","untoten mutieren rechnet"
"9891","mutieren rechnet hantzsch"
"9892","christoph niering vorsitzender"
"9893","insolvenzverwalter vid befürchtet"
"9894","mehr kalkulierbare kettenreaktion"
"9895","beispielsweise vermieter lieferanten"
"9896","insolvenzrecht bietet hervorragende"
"9897","bietet hervorragende möglichkeiten"
"9898","sanierung meint niering"
"9899","meint niering dafür"
"9900","niering dafür müsse"
"9901","frühzeitig hilfe holen"
"9902","hilfe holen ansonsten"
"9903","holen ansonsten geht"
"9904","resteverwertung zudem berge"
"9905","geplante verlängerung hohe"
"9906","verlängerung hohe haftungsrisiken"
"9907","corona pandemie kämpfen"
"9908","vorschnell aufgeben sagt"
"9909","aufgeben sagt johannes"
"9910","sagt johannes fechner"
"9911","johannes fechner rechtspolitischer"
"9912","fechner rechtspolitischer sprecher"
"9913","staatlichen hilfen wirkten"
"9914","hilfen wirkten brauche"
"9915","rahmen dafür dass"
"9916","aufgeschobene pleiten gesichert"
"9917","insolvenzforscher steffen müller"
"9918","wirtschaftsforschung halle hält"
"9919","überschuldeten unternehmen oft"
"9920","unternehmen oft eher"
"9921","milliardenhilfen aufgefangen ökonomen"
"9922","aufgefangen ökonomen halten"
"9923","ökonomen halten weitere"
"9924","halten weitere hilfen"
"9925","insolvenz schützen sagt"
"9926","schützen sagt enzo"
"9927","sagt enzo weber"
"9928","kapitalismus außer kraft"
"9929","außer kraft bleiben"
"9930","markt ausscheiden sagt"
"9931","ausscheiden sagt jan"
"9932","sagt jan marco"
"9933","jan marco luczak"
"9934","marco luczak rechtspolitischer"
"9935","luczak rechtspolitischer sprecher"
"9936","vorinsolvenzlichen restrukturierungsverfahrens vorzulegen"
"9937","gläubiger schuldenmoratorien beschließen"
"9938","große insolvenzwelle verhindern"
"9939","unklar sicher dürfte"
"9940","sicher dürfte dagegen"
"9941","politik sechs monate"
"9942","hunderttausende firmenpleiten anstoßen"
"9943","seit märz ausgesetzte"
"9944","märz ausgesetzte insolvenzantragsfrist"
"9945","deutsche wirtschaft steckt"
"9946","nachkriegsgeschichte viele unternehmen"
"9947","art angststarre verfallen"
"9948","folgen wären dramatisch"
"9949","wären dramatisch deutsche"
"9950","dramatisch deutsche bank"
"9951","deutsche bank chef"
"9952","bank chef christian"
"9953","chef christian sewing"
"9954","christian sewing wirkt"
"9955","sewing wirkt dagegen"
"9956","wirkt dagegen auffallend"
"9957","dagegen auffallend gelöst"
"9958","fast zwei jahre"
"9959","instituts einst schaltstelle"
"9960","mächtigen deutschland ag"
"9961","kritische fragen reagiert"
"9962","erneute bankenkrise schließt"
"9963","18 monate sehe"
"9964","komfortablen stellung deutlich"
"9965","stellung deutlich weniger"
"9966","deutlich weniger optimistisch"
"9967","dagegen felix hufeld"
"9968","felix hufeld chef"
"9969","deutschen finanzaufsicht bafin"
"9970","steht fest sagte"
"9971","dicke ende steht"
"9972","beobachtet große unterschiede"
"9973","analysten banken gelten"
"9974","unternehmen schwierige zeiten"
"9975","schwierige zeiten überbrücken"
"9976","schicksal drohte einst"
"9977","fünf milliarden euro"
"9978","milliarden euro schweren"
"9979","euro schweren kredit"
"9980","hoch verschuldeten autozulieferer"
"9981","verschuldeten autozulieferer schaeffler"
"9982","autozulieferer schaeffler vergeben"
"9983","autozulieferer continental geschluckt"
"9984","dabei fast übernommen"
"9985","fast übernommen wäre"
"9986","übernommen wäre schaeffler"
"9987","wäre schaeffler umgefallen"
"9988","schaeffler umgefallen hätte"
"9989","dresdner bank normalerweise"
"9990","einzelne unternehmen geknüpft"
"9991","viele unternehmen branchen"
"9992","dafür wirklich stark"
"9993","wirklich stark genug"
"9994","stark genug geht"
"9995","deutsche bank chef"
"9996","bank chef sewing"
"9997","chef sewing ja"
"9998","institute hätten seit"
"9999","faule kredite getroffen"
"10000","deutsche bank legte"
"10001","bank legte allein"
"10002","zweiten quartal 600"
"10003","quartal 600 millionen"
"10004","600 millionen euro"
"10005","sogar 3,1 milliarden"
"10006","3,1 milliarden euro"
"10007","milliarden euro szenarienrechnungen"
"10008","ergebnis dass zwei"
"10009","sei laut bafin"
"10010","laut bafin chef"
"10011","bafin chef hufeld"
"10012","deutschland insgesamt verkraftbar"
"10013","insgesamt verkraftbar allerdings"
"10014","verkraftbar allerdings sei"
"10015","verschärfen sagte hufeld"
"10016","30 schwächsten institute"
"10017","deutsche bank bedeute"
"10018","kapital sorgfältig einzusetzen"
"10019","zuge weltweit 18.000"
"10020","weltweit 18.000 stellen"
"10021","18.000 stellen wegfallen"
"10022","weiteren strategieschwenk schloss"
"10023","strategieschwenk schloss sewing"
"10024","schloss sewing jedoch"
"10025","sewing jedoch ausdrücklich"
"10026","aktuellen pläne seien"
"10027","pläne seien erfolgreich"
"10028","letzten zwölf monaten"
"10029","absolut diszipliniert umsetzen"
"10030","diszipliniert umsetzen bekräftigte"
"10031","umsetzen bekräftigte sewing"
"10032","bekräftigte sewing nachdem"
"10033","steuern schwarze zahlen"
"10034","schwarze zahlen geschrieben"
"10035","erreichen analysten glauben"
"10036","dax konzern gelingen"
"10037","halben milliarde euro"
"10038","milliarde euro verlust"
"10039","steuern 364 millionen"
"10040","364 millionen euro"
"10041","millionen euro verdient"
"10042","euro verdient solange"
"10043","zinsen historisch niedrig"
"10044","historisch niedrig bleiben"
"10045","niedrigen zinsen entschlossen"
"10046","müssen weitere mittel"
"10047","weitere mittel finden"
"10048","langfristig niedrigen zinsen"
"10049","niedrigen zinsen entgegenzuwirken"
"10050","zinsen entgegenzuwirken sagte"
"10051","entgegenzuwirken sagte sewing"
"10052","drastischer sinken don"
"10053","sinken don t"
"10054","don t walk"
"10055","t walk run"
"10056","gesamte kreditbranche sagte"
"10057","kreditbranche sagte sparkassen"
"10058","sagte sparkassen präsident"
"10059","sparkassen präsident helmut"
"10060","präsident helmut schleweis"
"10061","geldhäuser müssten effizienter"
"10062","unternehmen müssten besonders"
"10063","müssten besonders flexibel"
"10064","darauf einstellen dass"
"10065","gar 70 prozent"
"10066","gravierende folgen sewing"
"10067","folgen sewing warnte"
"10068","könnten gravierende auswirkungen"
"10069","privatbankenpräsident hans walter"
"10070","hans walter peters"
"10071","walter peters kritisierte"
"10072","starke staatliche hilfen"
"10073","setze einfach darauf"
"10074","einfach darauf dass"
"10075","darauf dass unsere"
"10076","dass unsere unternehmen"
"10077","unsere unternehmen gerade"
"10078","automobilzulieferer staatliche hilfe"
"10079","archiv 27.02.2020 bayern"
"10080","27.02.2020 bayern regensburg"
"10081","continental foto armin"
"10082","foto armin weigel"
"10083","armin weigel dpa"
"10084","weigel dpa dpa"
"10085","dpa dpa bildfunk"
"10086","dpa bildfunk verwendung"
"10087","bildfunk verwendung weltweit"
"10088","nächsten autogipfel zusammenschaltet"
"10089","branche digitalisierung vernetzung"
"10090","digitalisierung vernetzung autonomes"
"10091","vernetzung autonomes fahren"
"10092","zulieferer zeitweise stand"
"10093","produktion wegen corona"
"10094","wegen corona still"
"10095","statistischen bundesamts weiterhin"
"10096","bundesamts weiterhin 15"
"10097","weiterhin 15 prozent"
"10098","februar wenig verwunderlich"
"10099","wenig verwunderlich dass"
"10100","kanzlerin erneut forderungen"
"10101","finanziellen hilfen laut"
"10102","niedersachsens ministerpräsident stephan"
"10103","gipfel sogar erneut"
"10104","staatliche kaufprämie einzuführen"
"10105","branchenverband vda dagegen"
"10106","vda dagegen halten"
"10107","diesbezüglichen forderungen zurück"
"10108","hybridfahrzeuge viele zulieferer"
"10109","arbeitsgemeinschaft zulieferindustrie sprach"
"10110","erhofft erhöht 60"
"10111","erhöht 60 prozent"
"10112","größerem umfang personal"
"10113","umfang personal abbauen"
"10114","zulieferern direkt helfen"
"10115","ig metall schlug"
"10116","unternehmen beteiligt bevor"
"10117","innovationen verschaffen sagte"
"10118","ig metall vorsitzende"
"10119","metall vorsitzende jörg"
"10120","vorsitzende jörg hofmann"
"10121","frankfurter allgemeinen sonntagszeitung"
"10122","fdp hingegen bezeichnete"
"10123","corona sozialismus tatsächlich"
"10124","entscheidenden haken egal"
"10125","spitze thronen bosch"
"10126","thronen bosch continental"
"10127","beim autogipfel zugeschaltet"
"10128","weniger autos verkauft"
"10129","zf plant 15.000"
"10130","plant 15.000 stellen"
"10131","15.000 stellen abzubauen"
"10132","stellen abzubauen continental"
"10133","abzubauen continental womöglich"
"10134","continental womöglich 13.000"
"10135","weit davon entfernt"
"10136","davon entfernt gleich"
"10137","entfernt gleich pleitezugehen"
